NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,37.426,36.509,38.343,41.096,41.096,45.683,44.765,44.765,44.765,44.765,43.848,45.683,42.013,42.013,41.096,40.178,37.426,36.509,36.509,35.591,34.674,34.674,33.757,32.839,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,29.17,29.17,29.17,29.17,28.252,27.335,27.335,27.335,27.335,27.335,27.335,27.335,NaN,28.252,27.335,27.335,26.417,25.5,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,37.426,37.426,39.261,42.013,44.765,45.683,44.765,45.683,44.765,43.848,43.848,45.683,42.013,41.096,41.096,40.178,37.426,37.426,36.509,35.591,34.674,34.674,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,30.087,30.087,29.17,29.17,29.17,29.17,28.252,27.335,27.335,27.335,27.335,27.335,27.335,27.335,NaN,28.252,27.335,27.335,26.417,25.5,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,35.591,36.509,36.509,36.509,36.509,36.509,37.426,37.426,41.096,42.013,42.013,45.683,43.848,45.683,45.683,45.683,45.683,42.013,44.765,41.096,41.096,40.178,38.343,37.426,36.509,35.591,35.591,34.674,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,29.17,29.17,28.252,27.335,27.335,27.335,27.335,27.335,28.252,27.335,NaN,28.252,27.335,27.335,26.417,25.5,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,37.426,39.261,40.178,43.848,45.683,45.683,45.683,44.765,45.683,45.683,45.683,42.013,41.096,41.096,41.096,40.178,40.178,37.426,37.426,35.591,35.591,34.674,34.674,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,30.087,30.087,30.087,29.17,29.17,28.252,28.252,27.335,27.335,27.335,27.335,28.252,28.252,NaN,28.252,27.335,27.335,26.417,25.5,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,37.426,38.343,40.178,41.096,44.765,45.683,45.683,45.683,44.765,45.683,44.765,44.765,44.765,43.848,43.848,41.096,42.013,40.178,39.261,37.426,36.509,35.591,35.591,34.674,34.674,34.674,34.674,34.674,34.674,34.674,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,30.087,30.087,30.087,30.087,29.17,28.252,28.252,28.252,27.335,27.335,27.335,28.252,28.252,28.252,28.252,27.335,26.417,26.417,25.5,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,28.252,28.252,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,37.426,36.509,37.426,40.178,42.013,43.848,44.765,45.683,44.765,45.683,45.683,45.683,44.765,44.765,44.765,44.765,43.848,43.848,41.096,40.178,39.261,37.426,36.509,36.509,35.591,35.591,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,33.757,33.757,33.757,33.757,33.757,32.839,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,28.252,28.252,28.252,27.335,27.335,28.252,28.252,28.252,28.252,27.335,27.335,26.417,25.5,25.5,NaN
25.5,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,29.17,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,37.426,37.426,37.426,38.343,40.178,42.013,44.765,44.765,44.765,44.765,45.683,45.683,44.765,44.765,44.765,44.765,44.765,44.765,41.096,41.096,41.096,41.096,38.343,37.426,36.509,36.509,35.591,35.591,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,33.757,34.674,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,28.252,29.17,29.17,30.087,30.087,30.087,29.17,29.17,29.17,29.17,28.252,28.252,27.335,27.335,28.252,28.252,28.252,28.252,28.252,27.335,26.417,26.417,25.5,NaN
25.5,NaN,NaN,NaN,NaN,NaN,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,37.426,37.426,37.426,38.343,39.261,42.013,43.848,44.765,44.765,44.765,44.765,45.683,45.683,44.765,44.765,44.765,44.765,44.765,44.765,44.765,43.848,42.93,41.096,39.261,37.426,37.426,36.509,36.509,35.591,35.591,34.674,35.591,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,33.757,34.674,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,28.252,28.252,29.17,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,28.252,28.252,27.335,28.252,28.252,28.252,28.252,28.252,27.335,26.417,26.417,25.5,25.5
25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,28.252,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,37.426,37.426,37.426,37.426,37.426,37.426,37.426,37.426,36.509,37.426,36.509,37.426,37.426,37.426,39.261,41.096,43.848,43.848,44.765,44.765,45.683,45.683,45.683,45.683,44.765,44.765,44.765,44.765,44.765,44.765,44.765,44.765,43.848,42.013,41.096,38.343,37.426,36.509,36.509,35.591,35.591,35.591,35.591,35.591,35.591,34.674,35.591,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,34.674,33.757,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,29.17,29.17,29.17,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,29.17,29.17,29.17,NaN,28.252,28.252,29.17,28.252,28.252,27.335,27.335,26.417,25.5,25.5
25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,26.417,27.335,27.335,27.335,27.335,27.335,27.335,28.252,27.335,27.335,27.335,27.335,28.252,28.252,28.252,28.252,28.252,28.252,29.17,29.17,29.17,30.087,30.087,30.087,30.087,30.087,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,34.674,34.674,34.674,34.674,34.674,34.674,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,36.509,37.426,36.509,37.426,37.426,37.426,37.426,37.426,37.426,36.509,37.426,36.509,37.426,36.509,37.426,37.426,36.509,36.509,37.426,36.509,37.426,38.343,38.343,41.096,42.013,43.848,43.848,44.765,45.683,46.6,46.6,46.6,45.683,45.683,44.765,45.683,45.683,45.683,44.765,44.765,44.765,43.848,42.013,41.096,38.343,36.509,36.509,36.509,36.509,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,35.591,34.674,34.674,34.674,34.674,34.674,34.674,34.674,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,33.757,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,32.839,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,31.004,30.087,30.087,30.087,30.087,30.087,30.087,29.17,29.17,29.17,29.17,29.17,29.17,29.17,28.252,28.252,28.252,29.17,29.17,29.17,29.17,29.17,29.17,29.17,29.17,30.087,30.087,30.087,29.17,29.17,NaN,28.252,28.252,29.17,29.17,28.252,27.335,26.417,26.417,26.417,25.5
